subj,trial_type,trial,phase,appearance,trial_target,target,utterance,length,num_descriptors,num_canonical,num_animal_sounds,num_anaphoric,num_comparison,num_subordinate,num_superordinate
2,game,21,pre,first,rooster,rooster,"No , that's the--",3,0,0,0,1,0,0,0
2,game,21,pre,first,rooster,rooster,"There's the-- very good , that's the rooster",7,0,1,0,1,0,0,0
2,game,22,pre,second,cow,cow,Now where's the cow ? Think about it first . Which is the cow ?,12,0,2,0,2,0,0,0
2,game,22,pre,second,cow,cow,Very good,2,0,0,0,0,0,0,0
2,game,22,post,second,cow,NA,We're gonna play with that more in a second .,9,0,0,0,0,0,0,0
2,game,23,pre,second,squirrel,squirrel,Show me where the squirrel is,6,0,1,0,1,0,0,0
2,game,23,pre,second,squirrel,squirrel,"No , that's the raccoon , and that's the peacock . Where's the squirrel ?",11,0,1,0,3,0,0,0
2,game,23,pre,second,squirrel,squirrel,"Nope , that's the peacock",4,0,0,0,1,0,0,0
2,game,23,pre,second,squirrel,squirrel,"There's the squirrel . Very good , yyy",6,0,1,0,1,0,0,0
2,game,24,pre,first,bird,bird,Where's the birdie ?,3,0,1,0,1,0,0,0
2,game,24,post,first,bird,bird,Yes ! Tweet tweet tweet !,4,0,0,3,0,0,0,0
2,game,25,pre,first,rhinoceros,rhinoceros,Do you know which one is the rhinoceros ?,8,0,1,0,1,0,0,0
2,game,25,pre,first,rhinoceros,rhinoceros,"Not the red lobster , not the donkey . Which one is the rhinoceros do you think ?",15,1,1,0,3,0,0,0
2,game,25,pre,first,rhinoceros,rhinoceros,"No , that's the donkey in the middle",7,1,0,0,1,0,0,0
2,game,25,pre,first,rhinoceros,rhinoceros,"Yes , that's the rhinoceros . Go ahead",6,0,1,0,1,0,0,0
2,game,25,post,first,rhinoceros,rhinoceros,Good job,2,0,0,0,0,0,0,0
2,game,26,pre,second,horse,horse,And where's the horse ?,4,0,1,0,1,0,0,0
2,game,26,pre,second,horse,horse,Mhm !,1,0,0,0,0,0,0,0
2,game,27,pre,second,rooster,rooster,And show Mommy the rooster . Do you remember ?,8,0,1,0,1,0,0,0
2,game,27,pre,second,rooster,rooster,Which one do you think is the rooster ?,8,0,1,0,1,0,0,0
2,game,27,pre,second,rooster,rooster,"Very good , yyy",3,0,0,0,0,0,0,0
2,game,28,pre,second,duck,duck,Where's the duck ? Quack quack !,5,0,1,2,1,0,0,0
2,game,28,post,second,duck,duck,Good job !,2,0,0,0,0,0,0,0
2,game,29,pre,second,swan,swan,And where's the swan ? Do you remember ? White swan .,9,1,2,0,1,0,0,0
2,game,29,pre,second,swan,swan,Very good !,2,0,0,0,0,0,0,0
2,game,30,pre,first,dog,dog,And the doggy ! Which one's the doggy ?,7,0,2,0,2,0,0,0
2,game,30,post,first,dog,dog,Woof woof !,2,0,0,2,0,0,0,0
2,game,31,pre,second,donkey,donkey,What about the donkey ? The donkey ?,6,0,2,0,2,0,0,0
2,game,31,pre,second,donkey,donkey,"No , not the red lobster , not the rhinoceros , the donkey .",10,1,1,0,3,0,0,0
2,game,31,pre,second,donkey,donkey,Yes .,1,0,0,0,0,0,0,0
2,game,31,post,second,donkey,donkey,Hee-haw !,1,0,0,1,0,0,0,0
2,game,32,pre,first,fish,fish,Where's the fish ?,3,0,1,0,1,0,0,0
2,game,32,pre,first,fish,fish,Good job,2,0,0,0,0,0,0,0
2,game,33,pre,second,leopard,leopard,Do you remember the leopard ?,5,0,1,0,1,0,0,0
2,game,33,pre,second,leopard,leopard,Let's think about it . Leopard . Roar !,6,0,1,1,0,0,0,0
2,game,33,pre,second,leopard,leopard,Very good !,2,0,0,0,0,0,0,0
2,game,33,post,second,leopard,leopard,There's the leopard,3,0,1,0,1,0,0,0
2,game,34,pre,second,bird,bird,Where's the bird ? Birdy birdy !,5,0,3,0,1,0,0,0
2,game,34,pre,second,bird,bird,Mhm !,1,0,0,0,0,0,0,0
2,game,34,post,second,bird,bird,Tweet tweet tweet tweet !,4,0,0,4,0,0,0,0
2,game,35,pre,second,lobster,lobster,And where's the lobster ? The red lobster ?,7,1,2,0,2,0,0,0
2,game,36,pre,second,dog,dog,And where's the dog ?,4,0,1,0,1,0,0,0
2,game,36,post,second,dog,dog,Woof woof ! I like that dog,6,0,1,2,0,0,0,0
2,game,37,pre,second,rhinoceros,rhinoceros,And the rhinoceros,3,0,1,0,1,0,0,0
2,game,37,pre,second,rhinoceros,rhinoceros,No . Think ahout it,4,0,0,0,0,0,0,0
2,game,37,pre,second,rhinoceros,rhinoceros,"Yes , very good . Big rhinoceros",5,1,1,0,0,0,0,0
2,game,38,pre,second,fish,fish,And where's the fish ?,4,0,1,0,1,0,0,0
2,game,38,post,second,fish,fish,Blub blub blub !,3,0,0,3,0,0,0,0
2,game,39,pre,second,peacock,peacock,And do you remember which one is the peacock ?,9,0,1,0,1,0,0,0
2,game,39,pre,second,peacock,peacock,"Peacock . No , racoon , squirrel , where's the peacock ? No , that's the squirrel",11,0,2,0,2,0,0,0
2,game,39,pre,second,peacock,peacock,There's the peacock !,3,0,1,0,1,0,0,0
2,game,40,pre,second,elephant,elephant,Where's the elephant ?,3,0,1,0,1,0,0,0
2,game,40,post,second,elephant,NA,"All done ! It says ""Thank you ! """,6,0,0,0,0,0,0,0
3,practice,1,pre,first,apple,apple,Apple . No wait wait . Where's the apple ?,7,0,2,0,1,0,0,0
3,practice,1,post,first,apple,NA,Oops . We're trying here .,4,0,0,0,0,0,0,0
3,practice,2,pre,first,artichoke,artichoke,Where's the artichoke ?,3,0,1,0,1,0,0,0
3,practice,3,pre,second,apple,apple,"OK , wait , where's the apple ?",5,0,1,0,1,0,0,0
3,practice,3,pre,second,apple,apple,Apple . Apple,2,0,2,0,0,0,0,0
3,practice,4,pre,second,artichoke,artichoke,Where's the artichoke ?,3,0,1,0,1,0,0,0
3,practice,4,post,second,artichoke,NA,Wait,1,0,0,0,0,0,0,0
3,game,5,pre,first,lobster,lobster,Where's the lobster ?,3,0,1,0,1,0,0,0
3,game,6,pre,first,cat,cat,Where's the kitty ?,3,0,1,0,1,0,0,0
3,game,6,post,first,cat,cat,Meow,1,0,0,1,0,0,0,0
3,game,7,pre,first,leopard,leopard,Where's the leopard ?,3,0,1,0,1,0,0,0
3,game,8,pre,first,horse,horse,Where's the horsie ? Where's the horsie ?,6,0,2,0,2,0,0,0
3,game,9,pre,first,donkey,donkey,Where's the donkey ?,3,0,1,0,1,0,0,0
3,game,10,pre,first,cow,cow,Where's the cow ? Where's the cow ? Moo,7,0,2,1,2,0,0,0
3,game,10,pre,first,cow,cow,Where's the cow ?,3,0,1,0,1,0,0,0
3,game,10,post,first,cow,NA,Xxx,1,0,0,0,0,0,0,0
3,game,11,pre,first,swan,swan,Where's the swan ?,3,0,1,0,1,0,0,0
3,game,11,post,first,swan,NA,OK,1,0,0,0,0,0,0,0
3,game,12,pre,first,bird,bird,Where's the birdie ? Where's the birdie ?,6,0,2,0,2,0,0,0
3,game,12,post,first,bird,bird,Tweet tweet tweet !,3,0,0,3,0,0,0,0
3,game,13,pre,first,rhinoceros,rhinoceros,Where's the rhinoceros ?,3,0,1,0,1,0,0,0
3,game,14,pre,first,pig,pig,Where's the piggie ? Piggie piggie !,5,0,3,0,1,0,0,0
3,game,15,pre,first,rooster,rooster,Where's the rooster ?,3,0,1,0,1,0,0,0
3,game,16,pre,first,duck,duck,Where's the duckie ? Duckie,4,0,2,0,1,0,0,0
3,game,17,pre,first,squirrel,squirrel,Where's the squirrel ?,3,0,1,0,1,0,0,0
3,game,17,post,first,squirrel,squirrel,No,1,0,0,0,0,0,0,0
3,game,18,pre,first,fish,fish,Where's the fishie ?,3,0,1,0,1,0,0,0
3,game,19,pre,second,lobster,lobster,Where's the lobster ?,3,0,1,0,1,0,0,0
3,game,20,pre,second,horse,horse,Where's the horsie ?,3,0,1,0,1,0,0,0
3,game,20,post,second,horse,horse,Neigh !,1,0,0,1,0,0,0,0
3,game,21,pre,first,raccoon,raccoon,Where's the raccoon ?,3,0,1,0,1,0,0,0
3,game,22,pre,second,pig,pig,Where's the piggie ? Piggie piggie,5,0,3,0,1,0,0,0
3,game,23,pre,second,squirrel,squirrel,Where's the squirrel ?,3,0,1,0,1,0,0,0
3,game,24,pre,first,elephant,elephant,Where's the elephant ? Elephant,4,0,2,0,1,0,0,0
3,game,24,post,first,elephant,elephant,Xxx !,1,0,0,0,0,0,0,0
3,game,25,pre,second,swan,swan,Where's the swan ?,3,0,1,0,1,0,0,0
3,game,26,pre,first,dog,dog,Where's the doggy ? Doggy,4,0,2,0,1,0,0,0
3,game,26,post,first,dog,dog,Woof woof !,2,0,0,2,0,0,0,0
3,game,27,pre,second,donkey,donkey,Where's the donkey ?,3,0,1,0,1,0,0,0
3,game,28,pre,second,fish,fish,Where's the fishie ?,3,0,1,0,1,0,0,0
3,game,28,post,second,fish,NA,Fishie fishie,2,0,2,0,0,0,0,0
3,game,29,pre,second,rhinoceros,rhinoceros,Where's the rhinoceros ?,3,0,1,0,1,0,0,0
3,game,30,pre,second,elephant,elephant,Where's the elephant ? Elephant,4,0,2,0,1,0,0,0
3,game,31,pre,first,peacock,peacock,Where's the peacock ?,3,0,1,0,1,0,0,0
3,game,32,pre,second,cat,cat,Where's the kitty ?,3,0,1,0,1,0,0,0
3,game,32,post,second,cat,cat,Meow,1,0,0,1,0,0,0,0
3,game,33,pre,second,raccoon,raccoon,Where's the raccoon ?,3,0,2,0,1,0,0,0
3,game,34,pre,second,cow,cow,Where's the cow ? Moo,4,0,1,1,1,0,0,0
3,game,34,post,second,cow,NA,Moo,1,0,0,1,0,0,0,0
3,game,35,pre,second,peacock,peacock,Where's the peacock ?,3,0,1,0,1,0,0,0
3,game,36,pre,second,duck,duck,Where's the--nuh-uh--where's the duckie ? Duckie,5,0,2,0,1,0,0,0
3,game,36,post,second,duck,duck,Quack quack !,2,0,0,2,0,0,0,0
3,game,37,pre,second,leopard,leopard,Where's the leopard ?,3,0,1,0,1,0,0,0
3,game,38,pre,second,bird,bird,Where's the birdie ?,3,0,1,0,1,0,0,0
3,game,38,post,second,bird,bird,Tweet tweet !,2,0,0,2,0,0,0,0
3,game,39,pre,second,rooster,rooster,Where's the rooster ?,3,0,1,0,1,0,0,0
3,game,39,post,second,rooster,rooster,Cock-a-doodle-doo,1,0,0,1,0,0,0,0
3,game,40,pre,second,dog,dog,Where's the doggie ? Doggie .,4,0,2,0,1,0,0,0
4,practice,1,pre,first,apple,apple,NA,0,0,0,0,0,0,0,0
4,practice,2,pre,first,artichoke,artichoke,Touch the artichoke,3,0,1,0,1,0,0,0
4,practice,3,pre,second,apple,apple,Where's the apple ?,3,0,1,0,1,0,0,0
4,practice,3,pre,second,apple,apple,Touch it,2,0,0,0,0,0,0,0
4,practice,3,post,second,apple,apple,Right,1,0,0,0,0,0,0,0
4,practice,4,pre,second,artichoke,artichoke,Where's the artichoke ?,3,0,1,0,1,0,0,0
4,practice,4,post,second,artichoke,artichoke,"Yeah , that's the artichoke",4,0,1,0,1,0,0,0
4,game,5,pre,first,elephant,elephant,Elephant . Where's the elephant ?,4,0,2,0,1,0,0,0
4,game,5,pre,first,elephant,elephant,Touch it,2,0,0,0,0,0,0,0
4,game,5,post,first,elephant,elephant,Yay !,1,0,0,0,0,0,0,0
4,game,5,post,first,elephant,elephant,Hahaha ! It made a funny noise !,6,0,0,0,0,0,0,0
4,game,6,pre,first,donkey,donkey,Donkey . Where's the donkey ?,4,0,2,0,1,0,0,0
4,game,6,post,first,donkey,donkey,Hee-haw,1,0,0,0,0,0,0,0
4,game,7,pre,first,cat,cat,Meow meow ! Kitty cat,4,0,2,2,0,0,0,0
4,game,8,pre,first,swan,swan,Swan . It's a bird,4,0,1,0,0,0,0,1
4,game,9,pre,first,duck,duck,Duck . Where's the duck ?,4,0,2,0,1,0,0,0
4,game,9,post,first,duck,duck,Quack quack quack !,3,0,0,3,0,0,0,0
4,game,10,pre,first,peacock,peacock,Peacock . It's a bird,4,0,1,0,0,0,0,1
4,game,10,post,first,peacock,peacock,Yeah,1,0,0,0,0,0,0,0
4,game,11,pre,first,dog,dog,Dog woof woof ! Where's the doggie ?,6,0,2,2,1,0,0,0
4,game,12,pre,first,raccoon,raccoon,Raccoon . Where's the racoon ?,4,0,2,0,1,0,0,0
4,game,13,pre,first,horse,horse,Horse ! Neigh !,2,0,1,1,0,0,0,0
4,game,13,post,first,horse,horse,The horse doesn't say moo !,5,0,1,1,1,0,0,0
4,game,14,pre,second,donkey,donkey,Where's the donkey ?,3,0,1,0,1,0,0,0
4,game,14,pre,second,donkey,donkey,Hee-haw,1,0,0,1,0,0,0,0
4,game,15,pre,first,bird,bird,Bird ! Tweet tweet ! Where's the bird ?,6,0,2,2,1,0,0,0
4,game,15,post,first,bird,bird,Touch it,2,0,0,0,0,0,0,0
4,game,15,post,first,bird,bird,"Aw , that wasn't the bird",5,0,1,0,1,0,0,0
4,game,16,pre,first,rhinoceros,rhinoceros,Rhinoceros . Where's the rhino ?,4,0,2,0,1,0,0,0
4,game,17,pre,first,fish,fish,Fish . Where's the fish ?,4,0,2,0,1,0,0,0
4,game,18,pre,second,raccoon,raccoon,Can you touch the racoon ?,5,0,1,0,1,0,0,0
4,game,19,pre,first,pig,pig,Can you touch the piggie ?,5,0,1,0,1,0,0,0
4,game,19,post,first,pig,pig,Oink oink !,2,0,0,2,0,0,0,0
4,game,20,pre,first,squirrel,squirrel,Squirrel . Can you touch the squirrel ?,6,0,2,0,1,0,0,0
4,game,20,post,first,squirrel,squirrel,Woah that was a fun sound !,6,0,0,0,0,0,0,0
4,game,21,pre,first,cow,cow,Cow ! Moo ! Touch the cow,5,0,2,1,1,0,0,0
4,game,21,post,first,cow,cow,Moo,1,0,0,1,0,0,0,0
4,game,22,pre,first,rooster,rooster,Rooster . Where's the rooster ?,4,0,2,0,1,0,0,0
4,game,22,post,first,rooster,rooster,Cock-a-doodle-doo !,1,0,0,0,0,0,0,0
